[2016-03-03 11:24:00,083: INFO/MainProcess] Received task: scholarly_citation_finder.api.citation.tasks.evaluation_run[1a5a660d-9912-4db8-8113-294ae3767aa5]
[2016-03-05 11:30:29,970: INFO/Worker-2] found 0 conferences in search set
[2016-03-05 11:30:29,970: INFO/Worker-2] 1477640514: finished strategy "conference-ordered"
[2016-03-05 11:30:29,971: INFO/Worker-2] found 0 conferences in search set
[2016-03-05 11:30:29,971: INFO/Worker-2] 1477640514: finished strategy "conference-ordered-minyear"
[2016-03-05 11:30:29,972: INFO/Worker-2] found 60 author in the search set
[2016-03-05 11:30:29,972: INFO/Worker-2] authors: 60
[2016-03-05 11:30:30,203: INFO/Worker-2] authors: 0
[2016-03-05 11:30:30,204: INFO/Worker-2] found 0 journals in search set
[2016-03-05 11:30:30,204: INFO/Worker-2] found 0 conferences in search set
[2016-03-05 11:30:30,204: INFO/Worker-2] 1477640514: finished strategy "author-ordered-minyear-recursive+journal-ordered-minyear+conference-ordered-minyear"
[2016-03-05 11:30:30,397: INFO/Worker-2] 1875449004 author: set 10 publications
[2016-03-05 11:30:30,678: INFO/Worker-2] found 32 author in the search set
[2016-03-05 11:30:30,678: INFO/Worker-2] authors: 32
[2016-03-05 11:31:11,280: INFO/Worker-2] 1875449004: finished strategy "author-ordered"
[2016-03-05 11:31:11,282: INFO/Worker-2] found 32 author in the search set
[2016-03-05 11:31:11,282: INFO/Worker-2] authors: 32
[2016-03-05 11:31:11,413: INFO/Worker-2] 1875449004: finished strategy "author-ordered-minyear"
[2016-03-05 11:31:11,414: INFO/Worker-2] found 3 journals in search set
[2016-03-05 11:31:12,923: INFO/Worker-2] 1875449004: finished strategy "journal-ordered"
[2016-03-05 11:31:12,939: INFO/Worker-2] found 3 journals in search set
[2016-03-05 11:31:13,189: INFO/Worker-2] 1875449004: finished strategy "journal-ordered-minyear"
[2016-03-05 11:31:13,190: INFO/Worker-2] found 0 conferences in search set
[2016-03-05 11:31:13,190: INFO/Worker-2] 1875449004: finished strategy "conference-ordered"
[2016-03-05 11:31:13,191: INFO/Worker-2] found 0 conferences in search set
[2016-03-05 11:31:13,191: INFO/Worker-2] 1875449004: finished strategy "conference-ordered-minyear"
[2016-03-05 11:31:13,192: INFO/Worker-2] found 32 author in the search set
[2016-03-05 11:31:13,192: INFO/Worker-2] authors: 32
[2016-03-05 11:31:13,322: INFO/Worker-2] authors: 0
[2016-03-05 11:31:13,323: INFO/Worker-2] found 3 journals in search set
[2016-03-05 11:31:13,594: INFO/Worker-2] found 0 conferences in search set
[2016-03-05 11:31:13,594: INFO/Worker-2] 1875449004: finished strategy "author-ordered-minyear-recursive+journal-ordered-minyear+conference-ordered-minyear"
[2016-03-05 11:31:14,227: INFO/MainProcess] Task scholarly_citation_finder.api.citation.tasks.evaluation_run[1a5a660d-9912-4db8-8113-294ae3767aa5] succeeded in 173234.097066s: True
